OperatingPoint,measurementType,sysType,jetFlavor,etaMin,etaMax,ptMin,ptMax,discrMin,discrMax,formula 
shape,iterativefit,up_hf,0,0.8,1.6,60.0,100.0,0.019,0.03,43624.3305163*(x-0.019)*(x-0.019)*(x-0.019)-719.801453519*(x-0.019)*(x-0.019)+0.0*(x-0.019)+1.2485703229904175
shape,iterativefit,up_hf,0,0.8,1.6,60.0,100.0,0.03,0.078,-1958.64251711*(x-0.03)*(x-0.03)*(x-0.03)+141.022261232*(x-0.03)*(x-0.03)+0.0*(x-0.03)+1.2195383310317993
shape,iterativefit,up_hf,0,0.8,1.6,60.0,100.0,0.078,0.564,-2.58897956408*(x-0.078)*(x-0.078)*(x-0.078)+0.0*(x-0.078)*(x-0.078)+0.0*(x-0.078)+1.327843427658081
shape,iterativefit,up_hf,0,0.8,1.6,60.0,100.0,0.564,1.1,1.03065121174
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,-15.0,0.0,0.0
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.0,0.0015,0.719443917274
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.0015,0.0035,-1490118.11589*(x-0.0015)*(x-0.0015)*(x-0.0015)+9862.02957183*(x-0.0015)*(x-0.0015)+4.82972462972*(x-0.0015)+0.7194439172744751
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.0035,0.005,-6502554.62238*(x-0.0035)*(x-0.0035)*(x-0.0035)+20609.2735827*(x-0.0035)*(x-0.0035)+26.3964255264*(x-0.0035)+0.756630539894104
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.005,0.007,-5064605.12063*(x-0.005)*(x-0.005)*(x-0.005)+11115.2176073*(x-0.005)*(x-0.005)+44.3320025733*(x-0.005)+0.8206499218940735
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.007,0.009,2119337.06382*(x-0.007)*(x-0.007)*(x-0.007)-8204.75291155*(x-0.007)*(x-0.007)+28.017611555*(x-0.007)+0.9132579565048218
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.009,0.0115,-639069.320576*(x-0.009)*(x-0.009)*(x-0.009)+1846.16311228*(x-0.009)*(x-0.009)+20.6306446746*(x-0.009)+0.9534288644790649
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.0115,0.0155,307577.641795*(x-0.0115)*(x-0.0115)*(x-0.0115)-1928.64369478*(x-0.0115)*(x-0.0115)+17.8789104752*(x-0.0115)+1.0065585374832153
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.0155,0.0235,-384110.117662*(x-0.0155)*(x-0.0155)*(x-0.0155)+3533.47842925*(x-0.0155)*(x-0.0155)+17.2134877231*(x-0.0155)+1.0669008493423462
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.0235,0.049,103.972363298*(x-0.0235)*(x-0.0235)*(x-0.0235)-3.97694289616*(x-0.0235)*(x-0.0235)+0.0*(x-0.0235)+1.2340869903564453
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.049,0.11,-266.816627533*(x-0.049)*(x-0.049)*(x-0.049)+27.3528593603*(x-0.049)*(x-0.049)+0.0*(x-0.049)+1.2332249879837036
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.11,0.1925,-16.6974653713*(x-0.11)*(x-0.11)*(x-0.11)-0.106869440989*(x-0.11)*(x-0.11)+0.358574828813*(x-0.11)+1.2744426727294922
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.1925,0.622,-0.460342115885*(x-0.1925)*(x-0.1925)*(x-0.1925)-1.43719098361*(x-0.1925)*(x-0.1925)+0.0*(x-0.1925)+1.2939218282699585
shape,iterativefit,up_hf,0,1.6,2.5,60.0,100.0,0.622,1.1,0.992329955101
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,-15.0,0.0,0.0
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0,0.001,0.715549230576
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.001,0.0025,-5297952.85899*(x-0.001)*(x-0.001)*(x-0.001)+24666.7209128*(x-0.001)*(x-0.001)+0.0*(x-0.001)+0.7155492305755615
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0025,0.0035,-12095069.9026*(x-0.0025)*(x-0.0025)*(x-0.0025)+44552.7408981*(x-0.0025)*(x-0.0025)+38.2389809401*(x-0.0025)+0.7531687617301941
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0035,0.0045,-164735152.909*(x-0.0035)*(x-0.0035)*(x-0.0035)+201573.102849*(x-0.0035)*(x-0.0035)+91.0592530284*(x-0.0035)+0.8238654136657715
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0045,0.0055,21181941.0324*(x-0.0045)*(x-0.0045)*(x-0.0045)-31772.9115486*(x-0.0045)*(x-0.0045)+0.0*(x-0.0045)+0.9517626166343689
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0055,0.0065,-124164694.144*(x-0.0055)*(x-0.0055)*(x-0.0055)+231142.991377*(x-0.0055)*(x-0.0055)+0.0*(x-0.0055)+0.9411716461181641
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0065,0.0075,-60760646.1619*(x-0.0065)*(x-0.0065)*(x-0.0065)+48331.9984782*(x-0.0065)*(x-0.0065)+89.7919003235*(x-0.0065)+1.0481499433517456
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0075,0.0095,775598.650722*(x-0.0075)*(x-0.0075)*(x-0.0075)-2681.9691847*(x-0.0075)*(x-0.0075)+4.17395879412*(x-0.0075)+1.1255131959915161
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0095,0.014,-152431.402372*(x-0.0095)*(x-0.0095)*(x-0.0095)+1493.67221949*(x-0.0095)*(x-0.0095)+2.753265864*(x-0.0095)+1.129338026046753
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.014,0.024,-86616.6445293*(x-0.014)*(x-0.014)*(x-0.014)+952.444260672*(x-0.014)*(x-0.014)+6.93610814534*(x-0.014)+1.1580842733383179
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.024,0.0725,542.461129701*(x-0.024)*(x-0.024)*(x-0.024)-41.4177897497*(x-0.024)*(x-0.024)+0.0*(x-0.024)+1.2360731363296509
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.0725,0.562,-0.102810820395*(x-0.0725)*(x-0.0725)*(x-0.0725)+0.269067015149*(x-0.0725)*(x-0.0725)-0.189513028698*(x-0.0725)+1.2005343437194824
shape,iterativefit,up_hf,0,0.0,0.8,100.0,10000.0,0.562,1.1,1.16018033028
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,-15.0,0.0,0.0
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0,0.001,0.637882232666
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.001,0.0025,-3787085.32651*(x-0.001)*(x-0.001)*(x-0.001)+22345.4588334*(x-0.001)*(x-0.001)+30.7769258817*(x-0.001)+0.6378822326660156
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0025,0.0035,-25777885.5813*(x-0.0025)*(x-0.0025)*(x-0.0025)+50963.6584096*(x-0.0025)*(x-0.0025)+72.2504764279*(x-0.0025)+0.7215434908866882
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0035,0.0045,-79478758.9738*(x-0.0035)*(x-0.0035)*(x-0.0035)+78893.7992019*(x-0.0035)*(x-0.0035)+96.8441365031*(x-0.0035)+0.8189797401428223
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0045,0.0055,13819677.9715*(x-0.0045)*(x-0.0045)*(x-0.0045)-21173.6213694*(x-0.0045)*(x-0.0045)+16.1954579853*(x-0.0045)+0.9152389168739319
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0055,0.0065,-49202038.0681*(x-0.0055)*(x-0.0055)*(x-0.0055)+90861.0340815*(x-0.0055)*(x-0.0055)+15.307249161*(x-0.0055)+0.9240804314613342
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0065,0.008,-16191559.6992*(x-0.0065)*(x-0.0065)*(x-0.0065)+19956.6082833*(x-0.0065)*(x-0.0065)+49.4232031198*(x-0.0065)+0.9810466766357422
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.008,0.0105,1915496.82617*(x-0.008)*(x-0.008)*(x-0.008)-7183.11309814*(x-0.008)*(x-0.008)+0.0*(x-0.008)+1.0454373359680176
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.0105,0.016,-1890122.84397*(x-0.0105)*(x-0.0105)*(x-0.0105)+16090.9437841*(x-0.0105)*(x-0.0105)+0.0*(x-0.0105)+1.0304725170135498
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.016,0.042,1002.08729028*(x-0.016)*(x-0.016)*(x-0.016)-144.307049236*(x-0.016)*(x-0.016)+5.4717335356*(x-0.016)+1.2027543783187866
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.042,0.1085,461.934481108*(x-0.042)*(x-0.042)*(x-0.042)-50.0059499074*(x-0.042)*(x-0.042)+0.0*(x-0.042)+1.2650805711746216
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.1085,0.5815,0.0114312615303*(x-0.1085)*(x-0.1085)*(x-0.1085)+0.544132712807*(x-0.1085)*(x-0.1085)-0.522422060448*(x-0.1085)+1.179787278175354
shape,iterativefit,up_hf,0,0.8,1.6,100.0,10000.0,0.5815,1.1,1.05562961102
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,-15.0,0.0,0.0
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.0,0.002,0.766412377357
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.002,0.0055,-74560.3392493*(x-0.002)*(x-0.002)*(x-0.002)+1742.647507*(x-0.002)*(x-0.002)+19.0727284976*(x-0.002)+0.7664123773574829
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.0055,0.009,-2108995.03691*(x-0.0055)*(x-0.0055)*(x-0.0055)+9124.13013617*(x-0.0055)*(x-0.0055)+28.5311685792*(x-0.0055)+0.8513175845146179
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.009,0.0135,464019.30422*(x-0.009)*(x-0.009)*(x-0.009)-3354.15132769*(x-0.009)*(x-0.009)+14.8945119261*(x-0.009)+0.972524106502533
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.0135,0.019,-1069381.96814*(x-0.0135)*(x-0.0135)*(x-0.0135)+7650.00826365*(x-0.0135)*(x-0.0135)+12.8963227083*(x-0.0135)+1.0139116048812866
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.019,0.025,427246.09375*(x-0.019)*(x-0.019)*(x-0.019)-3845.21484375*(x-0.019)*(x-0.019)+0.0*(x-0.019)+1.1383357048034668
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.025,0.032,-1028360.50028*(x-0.025)*(x-0.025)*(x-0.025)+10797.7852529*(x-0.025)*(x-0.025)+0.0*(x-0.025)+1.0921931266784668
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.032,0.0405,548855.583366*(x-0.032)*(x-0.032)*(x-0.032)-6997.90868792*(x-0.032)*(x-0.032)+0.0*(x-0.032)+1.2685569524765015
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.0405,0.051,-91649.3365363*(x-0.0405)*(x-0.0405)*(x-0.0405)+1731.71587303*(x-0.0405)*(x-0.0405)+0.0*(x-0.0405)+1.1000239849090576
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.051,0.105,-897.756460198*(x-0.051)*(x-0.051)*(x-0.051)+16.6718355518*(x-0.051)*(x-0.051)+6.05301527421*(x-0.051)+1.1848500967025757
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.105,0.224,345.608956785*(x-0.105)*(x-0.105)*(x-0.105)-61.6911987861*(x-0.105)*(x-0.105)+0.0*(x-0.105)+1.4189636707305908
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.224,0.6525,0.785967968385*(x-0.224)*(x-0.224)*(x-0.224)+0.0*(x-0.224)*(x-0.224)+0.0*(x-0.224)+1.127760648727417
shape,iterativefit,up_hf,0,1.6,2.5,100.0,10000.0,0.6525,1.1,1.18959891796
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,-15.0,0.0,0.0
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.0,0.0665,1.56994831562
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.0665,0.1555,-0.0845761461337*(x-0.0665)*(x-0.0665)*(x-0.0665)+14.3430831706*(x-0.0665)*(x-0.0665)-5.68660416962*(x-0.0665)+1.5699483156204224
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.1555,0.1955,-309.051495484*(x-0.1555)*(x-0.1555)*(x-0.1555)+26.7143639043*(x-0.1555)*(x-0.1555)-3.13554514821*(x-0.1555)+1.1773924827575684
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.1955,0.243,1029.89544103*(x-0.1955)*(x-0.1955)*(x-0.1955)-47.2553847611*(x-0.1955)*(x-0.1955)-2.48184321419*(x-0.1955)+1.0749343633651733
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.243,0.3045,-217.074980499*(x-0.243)*(x-0.243)*(x-0.243)+23.4142466366*(x-0.243)*(x-0.243)+0.0*(x-0.243)+0.9608026742935181
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.3045,0.369,-50.2811932063*(x-0.3045)*(x-0.3045)*(x-0.3045)+1.6332573704*(x-0.3045)*(x-0.3045)+0.416856801327*(x-0.3045)+0.9988677501678467
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.369,0.4355,946.855688766*(x-0.369)*(x-0.369)*(x-0.369)-94.4488549544*(x-0.369)*(x-0.369)+0.0*(x-0.369)+1.0190575122833252
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.4355,0.5025,-622.71805135*(x-0.4355)*(x-0.4355)*(x-0.4355)+62.5831641607*(x-0.4355)*(x-0.4355)+0.0*(x-0.4355)+0.8798320293426514
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.5025,0.5695,999.633803344*(x-0.5025)*(x-0.5025)*(x-0.5025)-100.463197236*(x-0.5025)*(x-0.5025)+0.0*(x-0.5025)+0.973477303981781
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.5695,0.6365,-90.5049409151*(x-0.5695)*(x-0.5695)*(x-0.5695)+12.5787687559*(x-0.5695)*(x-0.5695)+0.0*(x-0.5695)+0.8231508731842041
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.6365,0.703,-121.200997038*(x-0.6365)*(x-0.6365)*(x-0.6365)+8.58058912379*(x-0.6365)*(x-0.6365)+0.466724973989*(x-0.6365)+0.8523964285850525
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.703,0.769,15.6364651535*(x-0.703)*(x-0.703)*(x-0.703)-3.62612234885*(x-0.703)*(x-0.703)+0.0*(x-0.703)+0.8857364058494568
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.769,0.835,253.613030792*(x-0.769)*(x-0.769)*(x-0.769)-23.0295777497*(x-0.769)*(x-0.769)-0.274310823422*(x-0.769)+0.8744364380836487
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.835,0.901,-129.340768879*(x-0.835)*(x-0.835)*(x-0.835)+12.804736119*(x-0.835)*(x-0.835)+0.0*(x-0.835)+0.8289278149604797
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.901,0.972,94.4536532437*(x-0.901)*(x-0.901)*(x-0.901)-24.8949196791*(x-0.901)*(x-0.901)+0.0*(x-0.901)+0.8475202918052673
shape,iterativefit,down_lf,5,0.0,2.5,20.0,30.0,0.972,1.1,0.755831003189
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,-15.0,0.0,0.0
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.0,0.068,1.48114156723
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.068,0.1565,32.6002119128*(x-0.068)*(x-0.068)*(x-0.068)+13.9715329265*(x-0.068)*(x-0.068)-5.03778760777*(x-0.068)+1.4811415672302246
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.1565,0.202,-50.8410675395*(x-0.1565)*(x-0.1565)*(x-0.1565)+13.5582057537*(x-0.1565)*(x-0.1565)-1.79882725052*(x-0.1565)+1.1673228740692139
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.202,0.2545,-142.96250108*(x-0.202)*(x-0.202)*(x-0.202)+11.6788771599*(x-0.202)*(x-0.202)-0.880791687157*(x-0.202)+1.1087560653686523
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.2545,0.312,442.628642762*(x-0.2545)*(x-0.2545)*(x-0.2545)-30.9016702975*(x-0.2545)*(x-0.2545)-0.836630766178*(x-0.2545)+1.0740172863006592
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.312,0.3735,-2.85997409116*(x-0.312)*(x-0.312)*(x-0.312)+1.01981673948*(x-0.312)*(x-0.312)+0.0*(x-0.312)+1.007890224456787
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.3735,0.438,-206.011271392*(x-0.3735)*(x-0.3735)*(x-0.3735)+19.2107684301*(x-0.3735)*(x-0.3735)+0.0929860479372*(x-0.3735)+1.0110821723937988
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.438,0.5035,22.1505645506*(x-0.438)*(x-0.438)*(x-0.438)-4.83907048772*(x-0.438)*(x-0.438)+0.0*(x-0.438)+1.0417211055755615
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.5035,0.5695,235.296014725*(x-0.5035)*(x-0.5035)*(x-0.5035)-22.6288887313*(x-0.5035)*(x-0.5035)-0.348823855201*(x-0.5035)+1.0271848440170288
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.5695,0.6365,-22.6326582573*(x-0.5695)*(x-0.5695)*(x-0.5695)+3.09875452303*(x-0.5695)*(x-0.5695)-0.260988847299*(x-0.5695)+0.9732376933097839
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.6365,0.703,32.1599416741*(x-0.6365)*(x-0.6365)*(x-0.6365)-2.07600117475*(x-0.6365)*(x-0.6365)-0.150549749964*(x-0.6365)+0.9628546833992004
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.703,0.769,-6.61112819865*(x-0.703)*(x-0.703)*(x-0.703)+0.654501691666*(x-0.703)*(x-0.703)+0.0*(x-0.703)+0.9531201124191284
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.769,0.835,50.5449946314*(x-0.769)*(x-0.769)*(x-0.769)-6.06758921435*(x-0.769)*(x-0.769)+0.0*(x-0.769)+0.9540704488754272
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.835,0.901,-26.8375579159*(x-0.835)*(x-0.835)*(x-0.835)+2.15665867228*(x-0.835)*(x-0.835)-0.140399786451*(x-0.835)+0.9421715140342712
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.901,0.972,77.6378346586*(x-0.901)*(x-0.901)*(x-0.901)-18.3403551989*(x-0.901)*(x-0.901)-0.206434048555*(x-0.901)+0.934583842754364
shape,iterativefit,down_lf,5,0.0,2.5,30.0,50.0,0.972,1.1,0.85526072979
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,-15.0,0.0,0.0
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.0,0.076,1.41710066795
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.076,0.177,-1.95031301562*(x-0.076)*(x-0.076)*(x-0.076)+1.84606353678*(x-0.076)*(x-0.076)-2.62147784459*(x-0.076)+1.4171006679534912
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.177,0.2295,760.204825906*(x-0.177)*(x-0.177)*(x-0.177)-37.8827163317*(x-0.177)*(x-0.177)-2.30825843938*(x-0.177)+1.1691536903381348
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.2295,0.2865,-539.634248004*(x-0.2295)*(x-0.2295)*(x-0.2295)+46.1387282043*(x-0.2295)*(x-0.2295)+0.0*(x-0.2295)+1.0535598993301392
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.2865,0.346,609.946859182*(x-0.2865)*(x-0.2865)*(x-0.2865)-61.7085954543*(x-0.2865)*(x-0.2865)+0.0*(x-0.2865)+1.1035281419754028
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.346,0.407,92.3589740472*(x-0.346)*(x-0.346)*(x-0.346)-1.35879895808*(x-0.346)*(x-0.346)-0.865229754404*(x-0.346)+1.0135464668273926
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.407,0.47,-608.364650425*(x-0.407)*(x-0.407)*(x-0.407)+57.4904594652*(x-0.407)*(x-0.407)+0.0*(x-0.407)+0.9766750931739807
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.47,0.534,362.429091183*(x-0.47)*(x-0.47)*(x-0.47)-34.7931927536*(x-0.47)*(x-0.47)+0.0*(x-0.47)+1.0527349710464478
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.534,0.5985,-69.2120453639*(x-0.534)*(x-0.534)*(x-0.534)+6.69626538896*(x-0.534)*(x-0.534)+0.0*(x-0.534)+1.0052306652069092
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.5985,0.663,186.264398578*(x-0.5985)*(x-0.5985)*(x-0.5985)-20.199242479*(x-0.5985)*(x-0.5985)+0.0*(x-0.5985)+1.0145167112350464
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.663,0.7265,25.4250028733*(x-0.663)*(x-0.663)*(x-0.663)-0.209267844626*(x-0.663)*(x-0.663)-0.28098288724*(x-0.663)+0.9804642796516418
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.7265,0.7905,-61.6721537418*(x-0.7265)*(x-0.7265)*(x-0.7265)+6.96825737536*(x-0.7265)*(x-0.7265)+0.0*(x-0.7265)+0.9682880640029907
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.7905,0.8535,-18.0022215094*(x-0.7905)*(x-0.7905)*(x-0.7905)+0.63684867179*(x-0.7905)*(x-0.7905)+0.134109518867*(x-0.7905)+0.9806630611419678
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.8535,0.914,176.216603084*(x-0.8535)*(x-0.8535)*(x-0.8535)-22.2437106222*(x-0.8535)*(x-0.8535)+0.0*(x-0.8535)+0.9871382117271423
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.914,0.977,1.02448050582*(x-0.914)*(x-0.914)*(x-0.914)-1.11779550069*(x-0.914)*(x-0.914)-0.756498520974*(x-0.914)+0.9447429776191711
shape,iterativefit,down_lf,5,0.0,2.5,50.0,70.0,0.977,1.1,0.892903208733
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,-15.0,0.0,0.0
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.0,0.076,1.39985823631
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.076,0.182,-1.21078495087*(x-0.076)*(x-0.076)*(x-0.076)+3.18930954423*(x-0.076)*(x-0.076)-2.4750981063*(x-0.076)+1.3998582363128662
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.182,0.242,401.459139415*(x-0.182)*(x-0.182)*(x-0.182)-20.7998423637*(x-0.182)*(x-0.182)-1.83977762204*(x-0.182)+1.1718908548355103
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.242,0.3045,-59.6064453125*(x-0.242)*(x-0.242)*(x-0.242)+5.58810424805*(x-0.242)*(x-0.242)+0.0*(x-0.242)+1.0733399391174316
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.3045,0.369,329.597965417*(x-0.3045)*(x-0.3045)*(x-0.3045)-31.8886031541*(x-0.3045)*(x-0.3045)+0.0*(x-0.3045)+1.0806161165237427
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.369,0.433,-145.092902411*(x-0.369)*(x-0.369)*(x-0.369)+18.1770495435*(x-0.369)*(x-0.369)+0.0*(x-0.369)+1.0363945960998535
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.433,0.4975,-119.561068965*(x-0.433)*(x-0.433)*(x-0.433)+7.35233375766*(x-0.433)*(x-0.433)+0.543760756745*(x-0.433)+1.072812557220459
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.4975,0.562,966.929955324*(x-0.4975)*(x-0.4975)*(x-0.4975)-93.5504731776*(x-0.4975)*(x-0.4975)+0.0*(x-0.4975)+1.106390118598938
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.562,0.626,-286.168642672*(x-0.562)*(x-0.562)*(x-0.562)+29.3054618013*(x-0.562)*(x-0.562)+0.0*(x-0.562)+0.9766589999198914
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.626,0.6895,-11.7234990469*(x-0.626)*(x-0.626)*(x-0.626)-0.731044033981*(x-0.626)*(x-0.626)+0.234658829411*(x-0.626)+1.021676778793335
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.6895,0.7515,652.878039001*(x-0.6895)*(x-0.6895)*(x-0.6895)-60.7176576271*(x-0.6895)*(x-0.6895)+0.0*(x-0.6895)+1.0306280851364136
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.7515,0.8115,-305.385501296*(x-0.7515)*(x-0.7515)*(x-0.7515)+27.4846951167*(x-0.7515)*(x-0.7515)+0.0*(x-0.7515)+0.9528285264968872
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.8115,0.8695,330.010406342*(x-0.8115)*(x-0.8115)*(x-0.8115)-28.7109053518*(x-0.8115)*(x-0.8115)+0.0*(x-0.8115)+0.9858101606369019
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.8695,0.925,-106.97631931*(x-0.8695)*(x-0.8695)*(x-0.8695)+8.90577858255*(x-0.8695)*(x-0.8695)+0.0*(x-0.8695)+0.953615665435791
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.925,0.981,151.920106074*(x-0.925)*(x-0.925)*(x-0.925)-28.5678150591*(x-0.925)*(x-0.925)+0.0*(x-0.925)+0.9627596735954285
shape,iterativefit,down_lf,5,0.0,2.5,70.0,100.0,0.981,1.1,0.899850606918
shape,iterativefit,down_lf,5,0.0,2.5,100.0,140.0,-15.0,0.0,0.0
shape,iterativefit,down_lf,5,0.0,2.5,100.0,140.0,0.0,0.0705,1.5441493988
shape,iterativefit,down_lf,5,0.0,2.5,100.0,140.0,0.0705,0.1715,9.60256166043*(x-0.0705)*(x-0.0705)*(x-0.0705)+8.89172494428*(x-0.0705)*(x-0.0705)-4.74637134681*(x-0.0705)+1.544149398803711
shape,iterativefit,down_lf,5,0.0,2.5,100.0,140.0,0.1715,0.2355,388.184684217*(x-0.1715)*(x-0.1715)*(x-0.1715)-16.5127944225*(x-0.1715)*(x-0.1715)-2.65637571357*(x-0.1715)+1.1653639078140259
